hex,year,occ_den,sp_richness,sp_evenness
85195cb3fffffff,2013,18892,2019,0.8707298802760151
851942affffffff,2013,1180,244,0.9328272757166753
85194273fffffff,2013,403,243,0.9333167865634728
85187483fffffff,2013,586,350,0.9754151437993518
8519427bfffffff,2013,4372,507,0.8778680595008318
851973bbfffffff,2013,572,152,0.9227587036336626
85194293fffffff,2013,1073,339,0.9336729655815696
85195c03fffffff,2013,4782,1047,0.9134465426634903
851943cffffffff,2013,791,190,0.878312677762791
851942cbfffffff,2013,1457,536,0.9482396293298098
85195b6ffffffff,2013,393,261,0.9384784654448282
85194857fffffff,2013,664,311,0.9392807884599464
851943affffffff,2013,3267,241,0.8463560533397153
85195c13fffffff,2013,1339,285,0.861910864825985
85195183fffffff,2013,14182,1081,0.8819317154478287
851941cffffffff,2013,131,87,0.9426301496271593
8519438ffffffff,2013,1435,163,0.9048538790989286
85194387fffffff,2013,48,38,0.9569597133362139
85195567fffffff,2013,9037,1212,0.9022118081462198
851943c3fffffff,2013,597,138,0.9119109728651951
8519417bfffffff,2013,1290,522,0.9350913906790814
851943b7fffffff,2013,1284,393,0.91659881992206
85195c33fffffff,2013,829,346,0.9152376888678722
851954affffffff,2013,125,67,0.9701992337521604
851955c7fffffff,2013,441,189,0.9162205243824764
85194237fffffff,2013,831,196,0.907589143676509
851870dbfffffff,2013,10819,1111,0.8106498385713752
85195b87fffffff,2013,380,75,0.8161345579600866
85194253fffffff,2013,886,279,0.9436431251803764
8519582ffffffff,2013,1009,366,0.9090209062277257
8519400bfffffff,2013,571,143,0.8171302396132453
851958b3fffffff,2013,335,114,0.893974088359243
85194853fffffff,2013,566,196,0.8997918037262802
85195097fffffff,2013,75,48,0.9037554989352966
851951bbfffffff,2013,1955,507,0.9217911821831726
851955dbfffffff,2013,523,160,0.8261681635157191
85194617fffffff,2013,733,452,0.981760079925275
8519410bfffffff,2013,994,452,0.939695875116523
8518709bfffffff,2013,287,112,0.9561167572201678
85187417fffffff,2013,1219,335,0.9616997773681079
85187413fffffff,2013,87,61,0.9492048889557773
85195507fffffff,2013,1930,446,0.9367756877122608
85194173fffffff,2013,1091,257,0.9185514158382411
85194297fffffff,2013,468,226,0.9144064893146089
851942b7fffffff,2013,530,176,0.9315882899459866
8519422ffffffff,2013,609,246,0.9420357188671221
8519423bfffffff,2013,2531,523,0.8370913938363456
851973c7fffffff,2013,648,211,0.89855176536381
85195c8bfffffff,2013,126,86,0.9396590715099856
85195cc7fffffff,2013,1912,618,0.9272303777307904
85195a37fffffff,2013,1135,476,0.9562598371368078
85195187fffffff,2013,3626,775,0.9084717872588477
8519730bfffffff,2013,494,148,0.953397012491824
85195193fffffff,2013,4822,698,0.9000657577226243
8519588bfffffff,2013,827,410,0.9524867083611767
8519559bfffffff,2013,1543,476,0.9440625315287939
8518743bfffffff,2013,772,377,0.9549981768705974
85194e57fffffff,2013,189,106,0.9452767712576046
85194a17fffffff,2013,305,158,0.8880577231638005
85195117fffffff,2013,3565,784,0.9197557961784784
8519552bfffffff,2013,2339,550,0.9292105763365144
851943cbfffffff,2013,254,123,0.9612446377333859
8519555bfffffff,2013,214,143,0.9349016438971411
851951d7fffffff,2013,2771,621,0.9114774033266803
851943a3fffffff,2013,464,200,0.9410831549615791
85197313fffffff,2013,431,192,0.9318484583713189
8519518bfffffff,2013,6858,795,0.883017937611584
85194333fffffff,2013,1845,240,0.8588008980759138
8519519bfffffff,2013,6774,696,0.8859406447803854
85194ea3fffffff,2013,127,53,0.8508660825955526
85194a33fffffff,2013,24,23,0.995151434006597
8519433bfffffff,2013,1447,281,0.8558734866325374
851973cffffffff,2013,17,13,0.9456247942583758
8519424bfffffff,2013,1240,384,0.9118763493444427
85195bcbfffffff,2013,908,355,0.9337771169424683
85194a87fffffff,2013,431,221,0.9168456924379439
851941a3fffffff,2013,30,20,0.9598480711522613
85195bd7fffffff,2013,695,360,0.9491334548827612
85194383fffffff,2013,1295,191,0.8825964461483501
85195823fffffff,2013,7376,1235,0.8946278336540723
85195a6ffffffff,2013,339,134,0.7875426272428365
8519466bfffffff,2013,1468,387,0.9012306532605927
85194053fffffff,2013,605,198,0.9126184589602413
851955b3fffffff,2013,3598,655,0.8996823445190074
851955b7fffffff,2013,3322,615,0.9169607763918664
85195553fffffff,2013,295,195,0.952145266474767
85187637fffffff,2013,278,184,0.9750679596722942
8519732bfffffff,2013,887,370,0.938611500874987
8518747bfffffff,2013,240,131,0.9665377029894026
8519460bfffffff,2013,2239,644,0.9548906779200415
851874b3fffffff,2013,856,421,0.9569000372410519
8519550bfffffff,2013,60,30,0.9104506629914962
851959dbfffffff,2013,3794,649,0.9110560448315418
85195b57fffffff,2013,547,272,0.9571292114992912
85187487fffffff,2013,1008,347,0.9607502812334838
851943c7fffffff,2013,309,89,0.9298662113074346
8519556ffffffff,2013,90,52,0.959157915945543
85194283fffffff,2013,1284,306,0.9130986556357426
85195517fffffff,2013,937,285,0.9294867668889081
8519558ffffffff,2013,1384,303,0.9265795346347205
851955bbfffffff,2013,1819,441,0.9222438794680758
851955a3fffffff,2013,2021,547,0.9330332621956259
85187473fffffff,2013,7808,637,0.8887455546338507
8519550ffffffff,2013,484,253,0.9422257211372275
851959cbfffffff,2013,1096,397,0.9369013060148307
851958abfffffff,2013,978,337,0.926990228338955
8519462bfffffff,2013,2386,655,0.9520987720333959
8519463bfffffff,2013,1176,499,0.9492544169356327
8518740ffffffff,2013,412,175,0.9274693305810938
85187497fffffff,2013,1384,485,0.9538928035779126
8518746bfffffff,2013,2468,501,0.9168861641964294
85195503fffffff,2013,240,217,0.9870418392500903
85195d4ffffffff,2013,839,267,0.9293174161986303
851942dbfffffff,2013,325,227,0.9720197798179467
851955a7fffffff,2013,824,297,0.9507249992718073
85194663fffffff,2013,1170,490,0.966459800563029
8519464bfffffff,2013,504,175,0.9489172055980067
85194667fffffff,2013,266,89,0.8735705404937644
85195b43fffffff,2013,521,283,0.959045131594418
8519461bfffffff,2013,380,276,0.9742630546018016
85195a27fffffff,2013,815,320,0.9541891223414751
8519428bfffffff,2013,795,331,0.9470848723021864
8518748ffffffff,2013,329,246,0.9778668104094393
85195527fffffff,2013,1134,342,0.9226569829677302
85195b5bfffffff,2013,253,91,0.885751734023866
85194077fffffff,2013,144,67,0.8997087638198349
851942a3fffffff,2013,185,64,0.8800276903720275
851942a7fffffff,2013,163,98,0.939998437648196
85194393fffffff,2013,61,35,0.9210732518282567
851973c3fffffff,2013,58,45,0.9423151108721425
8519551bfffffff,2013,188,38,0.8074364266667529
85194637fffffff,2013,122,78,0.9810211709779748
851955d3fffffff,2013,699,227,0.9158856783035617
85194347fffffff,2013,2696,490,0.9218202021390487
85195087fffffff,2013,230,65,0.9034016363531343
85194a97fffffff,2013,650,291,0.9229534962824593
8519588ffffffff,2013,1357,369,0.8444603766826472
851951d3fffffff,2013,102,59,0.9700489251941726
85187477fffffff,2013,194,85,0.9428013229431961
85194a83fffffff,2013,522,222,0.9155429393813252
851973d3fffffff,2013,11,8,0.9713256910609176
85197307fffffff,2013,1008,468,0.9698663254582841
8519733bfffffff,2013,510,342,0.9750129109137277
85197373fffffff,2013,777,349,0.9593680912504261
85197347fffffff,2013,788,261,0.8763260905629737
8519736bfffffff,2013,374,262,0.978028278045679
8519737bfffffff,2013,348,250,0.9779061968650997
85197363fffffff,2013,993,346,0.9195018934039637
851955d7fffffff,2013,301,201,0.9731600954172692
85197377fffffff,2013,960,432,0.9419913987344883
85194177fffffff,2013,1009,233,0.8118066383230472
8519403bfffffff,2013,536,154,0.9202330805473257
8519400ffffffff,2013,243,115,0.9603627565867676
85194a9bfffffff,2013,624,242,0.9157166933792742
851954a7fffffff,2013,73,47,0.8933358723703477
85194e0bfffffff,2013,131,71,0.95201428719931
85194063fffffff,2013,96,33,0.907542319854309
851943d7fffffff,2013,130,57,0.8940546652578258
85195423fffffff,2013,34,16,0.7963433980842239
85195897fffffff,2013,611,264,0.8377482719913668
85194227fffffff,2013,211,70,0.8939324401236647
85194e03fffffff,2013,116,48,0.8549131621785654
85194317fffffff,2013,74,28,0.8943432463122033
85187437fffffff,2013,25,22,0.9807663988857568
8519462ffffffff,2013,266,118,0.9330523271904789
8519437bfffffff,2013,3302,571,0.9031101153732799
85194057fffffff,2013,125,75,0.9415887675072707
8519428ffffffff,2013,132,98,0.9530084502242298
851950b3fffffff,2013,198,43,0.8924923169205298
85195427fffffff,2013,186,65,0.8267121081920654
851958d7fffffff,2013,107,43,0.8955174761758427
85195b8ffffffff,2013,632,356,0.9646878886055106
8519542ffffffff,2013,40,29,0.9326180954745188
851955cbfffffff,2013,296,42,0.44891836054295853
851955c3fffffff,2013,110,23,0.5646848213935044
85195513fffffff,2013,361,142,0.9164833861489912
851950b7fffffff,2013,142,64,0.8452293137028078
8519580bfffffff,2013,71,16,0.8742406840633217
851958dbfffffff,2013,331,192,0.9139334699816011
8519402bfffffff,2013,92,38,0.849063719620702
85194623fffffff,2013,950,74,0.7852789522576665
85194047fffffff,2013,97,24,0.6902502484556625
8519401bfffffff,2013,7,7,0.9999999999999999
851955cffffffff,2013,212,50,0.6217784975689735
85194397fffffff,2013,4,3,0.946394630357186
8518748bfffffff,2013,248,180,0.9613796725129936
851940cbfffffff,2013,173,73,0.9249626223431681
8518749bfffffff,2013,165,54,0.7799063807890666
85194627fffffff,2013,132,90,0.981230396693865
8519406bfffffff,2013,106,64,0.8952704794731914
85195bd3fffffff,2013,2,2,1.0
85194e33fffffff,2013,35,27,0.9073105185312116
85194847fffffff,2013,6,5,0.9697238998682473
8519407bfffffff,2013,80,43,0.9726867644560852
85195e37fffffff,2013,3,3,0.9999999999999998
85194023fffffff,2013,36,13,0.8530284599025288
85195853fffffff,2013,2,2,1.0
8519734ffffffff,2013,28,16,0.9673328152778796
85195c4ffffffff,2014,4167,1354,0.9358270530323413
85195c63fffffff,2014,6927,659,0.7850510238902403
85195c5bfffffff,2014,2496,821,0.9141817337023617
85195c7bfffffff,2014,3384,616,0.9399269909797816
85195c53fffffff,2014,1514,509,0.853441943781063
85195eb7fffffff,2014,3953,1044,0.9098613841132746
85195e97fffffff,2014,5064,1304,0.9139346113403719
85195c4bfffffff,2014,3778,1141,0.8966167318080549
85195ea3fffffff,2014,2209,542,0.9354365796479273
85195127fffffff,2014,1557,494,0.9199951893042162
85195c47fffffff,2014,4658,1496,0.9373709069017865
85195eb3fffffff,2014,5115,1289,0.9132067665671222
85195c6bfffffff,2014,2776,679,0.9288762022300927
85195eaffffffff,2014,875,283,0.9660661142568722
85195c43fffffff,2014,2003,874,0.9212408594697123
85195c73fffffff,2014,3032,942,0.9063394837525263
85195c57fffffff,2014,2183,747,0.8963074357639014
85195ea7fffffff,2014,1466,573,0.9080549952582353
85195eabfffffff,2014,185,155,0.9850220807029267
85195c0bfffffff,2014,1383,305,0.9011904644390609
85195e83fffffff,2014,192,134,0.9873727800854537
85195ccbfffffff,2014,3574,362,0.7717032060681142
85195ebbfffffff,2014,31,21,0.9434410554608478
8519512ffffffff,2014,164,131,0.9791898651066744
85195e87fffffff,2014,36,25,0.9697238998682475
85195e93fffffff,2014,18,10,0.9273230613815312
85195ccffffffff,2014,1130,460,0.9477321883038075
85195123fffffff,2014,4656,477,0.8168182962470948
851942c7fffffff,2014,938,242,0.7925562339106297
85195807fffffff,2014,3695,808,0.8566123155334543
85194adbfffffff,2014,9608,634,0.7769776967309532
85195da7fffffff,2014,8431,378,0.7821613876159659
85194677fffffff,2014,2265,644,0.9561040409758179
8519484ffffffff,2014,4013,493,0.8559785885303156
851875d3fffffff,2014,1974,761,0.9032309111546631
85194857fffffff,2014,489,209,0.9421952124576216
851948c3fffffff,2014,842,125,0.6983833374735604
8519426bfffffff,2014,5818,514,0.77411940282749
8518740ffffffff,2014,479,280,0.9188733945165112
85195963fffffff,2014,3259,252,0.6828433995672495
8519438ffffffff,2014,3928,204,0.8773657637725276
85194acbfffffff,2014,7221,629,0.6754184022847717
85194eabfffffff,2014,980,196,0.8771528508833509
8519590bfffffff,2014,4854,532,0.8363322505866497
85195193fffffff,2014,4876,601,0.8870138144295111
85194a0bfffffff,2014,2644,577,0.8293682918758098
85194e2ffffffff,2014,1911,500,0.8572630752558072
85194a83fffffff,2014,497,201,0.923426683569466
85187497fffffff,2014,1414,517,0.9590518819972603
85195c87fffffff,2014,5410,1164,0.8812098737300073
851955a7fffffff,2014,442,293,0.978396223625855
85194267fffffff,2014,3515,639,0.797091074148723
85195b63fffffff,2014,1599,604,0.9104491274093566
85195d2bfffffff,2014,10425,1436,0.874568335527113
85194edbfffffff,2014,5802,875,0.8304365779530591
851959b7fffffff,2014,2029,360,0.8894830150933843
8519583bfffffff,2014,10983,1280,0.8558551231132294
851942cbfffffff,2014,1320,481,0.9462238519230555
85194307fffffff,2014,1196,326,0.8697714527542799
85194e6ffffffff,2014,4233,285,0.8589939558847627
85194323fffffff,2014,3613,524,0.7674524401839344
8519598ffffffff,2014,4336,300,0.6359953768074766
85194ab3fffffff,2014,3077,632,0.8824462332144942
85195913fffffff,2014,4667,268,0.7489796023299866
8519429bfffffff,2014,1394,345,0.8445328442443941
851942cffffffff,2014,1464,383,0.7988817297291796
85195db3fffffff,2014,7504,744,0.7770440354239386
85194a07fffffff,2014,7580,566,0.7832067854801275
85194ac3fffffff,2014,14373,430,0.7142902619384967
85194153fffffff,2014,3870,294,0.8766976453142098
85195817fffffff,2014,4707,417,0.8454900907977513
8519594bfffffff,2014,5402,461,0.6759117244227161
85194c5bfffffff,2014,10535,946,0.8126180464621707
85195d67fffffff,2014,11638,1118,0.8372294455075241
851958bbfffffff,2014,3262,291,0.7425396488804166
85195b17fffffff,2014,1484,316,0.8383266447899446
8519484bfffffff,2014,2999,251,0.6458415188296744
85195caffffffff,2014,5414,200,0.7772661949686136
8519406ffffffff,2014,1611,140,0.7209800330836051
85197337fffffff,2014,6787,398,0.8349139476938185
85195d6ffffffff,2014,9766,906,0.8812290042523067
85195bb3fffffff,2014,2341,182,0.6692421713581592
85195bb7fffffff,2014,2281,218,0.7173088615506695
85194e77fffffff,2014,11172,206,0.17083861602200978
85195957fffffff,2014,6200,632,0.8127656517311396
85195b83fffffff,2014,7249,266,0.6146349185072985
85195903fffffff,2014,8219,764,0.6886944469542483
851951affffffff,2014,4929,441,0.8389816993591658
85195d07fffffff,2014,4272,465,0.6703622368923585
85195563fffffff,2014,2202,348,0.7173841784057531
85195ba7fffffff,2014,1825,227,0.719321404495525
85195d57fffffff,2014,2113,413,0.7756438454862167
851959c7fffffff,2014,6589,482,0.6654820538196672
85195993fffffff,2014,2089,157,0.7179737037698647
85194223fffffff,2014,5388,290,0.6467446175459121
85195babfffffff,2014,573,156,0.8625378457271716
85195b97fffffff,2014,1721,162,0.7149994710258352
85195933fffffff,2014,2352,270,0.7970436445964624
85195d1bfffffff,2014,5699,445,0.4654970508672327
851870d7fffffff,2014,7493,1009,0.8439873627344388
85195867fffffff,2014,7764,1112,0.735868095436609
85195577fffffff,2014,18146,1154,0.7671767421156414
85195b7bfffffff,2014,4474,893,0.8492398669762529
85194233fffffff,2014,2473,396,0.7221558604352738
85194abbfffffff,2014,1287,424,0.8420614775435875
85194e53fffffff,2014,6027,311,0.7962276692888253
85194127fffffff,2014,25160,1513,0.814527342723654
851870d3fffffff,2014,4788,737,0.8635082395213273
851959b3fffffff,2014,4013,472,0.7232516204096965
8519593bfffffff,2014,835,82,0.8028384981682031
85195dbbfffffff,2014,6254,741,0.6542095795011498
85195893fffffff,2014,2119,177,0.7405303123748957
85195d37fffffff,2014,4768,485,0.8347118821604085
85195c83fffffff,2014,1935,262,0.7777066165410945
85195c37fffffff,2014,4835,223,0.6563782071484997
85194ad3fffffff,2014,6838,447,0.7666380240089283
85195943fffffff,2014,6577,582,0.7135808202209073
85195cdbfffffff,2014,5032,441,0.7854703555767623
85194ad7fffffff,2014,4523,358,0.6765554326561433
8519416bfffffff,2014,8701,1676,0.8979072471287861
85195c2bfffffff,2014,6382,238,0.8494034099175872
85194303fffffff,2014,963,176,0.8326571415616477
85195c23fffffff,2014,612,109,0.89161820017484
85195887fffffff,2014,3310,250,0.6857115810742217
8519732ffffffff,2014,1725,96,0.6604828984795059
85195947fffffff,2014,5454,348,0.6797655050855963
85194a53fffffff,2014,5053,362,0.8000545289917431
85195c8ffffffff,2014,1486,232,0.7883968603004228
85195bdbfffffff,2014,1124,260,0.75142216550027
85194a8ffffffff,2014,1925,598,0.896522546047746
85195d87fffffff,2014,4323,673,0.771988674534778
85195bc3fffffff,2014,680,176,0.8102370067763532
851941abfffffff,2014,12870,706,0.7982885644814635
8519597bfffffff,2014,6471,632,0.751876465566028
85194e6bfffffff,2014,13621,385,0.8019859307879297
85194133fffffff,2014,5692,531,0.8522697950831665
85194e73fffffff,2014,743,61,0.7666148772179864
85195863fffffff,2014,7439,990,0.853457668414272
85195d77fffffff,2014,8233,1001,0.8061300858929397
85194327fffffff,2014,8121,523,0.7733447539535783
85194ed7fffffff,2014,14130,625,0.8041693546827212
85195573fffffff,2014,5712,569,0.6352897380515511
8519554bfffffff,2014,391,61,0.8520590779959484
8519422ffffffff,2014,1656,298,0.8363901422051427
851959bbfffffff,2014,4755,419,0.7665047953696842
85195d73fffffff,2014,16680,1711,0.7918597206391508
85195907fffffff,2014,4609,624,0.7481483890638554
85195cb7fffffff,2014,8853,1533,0.8478478280714642
85194a8bfffffff,2014,2000,347,0.8271888479343292
85195bbbfffffff,2014,5030,134,0.6528994018513196
851959cffffffff,2014,7292,864,0.9174812578713821
85194ed3fffffff,2014,9323,915,0.8436271847175639
85194e8bfffffff,2014,4641,503,0.7591094012437938
85195b8bfffffff,2014,2058,191,0.7142662035764178
85197323fffffff,2014,1896,383,0.8531773371650206
85195537fffffff,2014,1680,571,0.901493710260865
85194a93fffffff,2014,2939,539,0.7777977613716034
8519422bfffffff,2014,2305,376,0.7572211814531294
85194e87fffffff,2014,22323,825,0.7376295540403661
85195c67fffffff,2014,3122,329,0.8403328766804531
85195b9bfffffff,2014,6162,369,0.7530342419005994
85195b93fffffff,2014,1863,343,0.8250461294062509
851959d7fffffff,2014,1695,92,0.6904792598895685
85194e07fffffff,2014,1124,173,0.7348278445099878
85195bc7fffffff,2014,3355,166,0.6687421164056878
8519430ffffffff,2014,3160,680,0.7760701717185554
8519598bfffffff,2014,4038,139,0.6734137255068702
85195983fffffff,2014,1336,68,0.632847830244326
85194653fffffff,2014,2582,142,0.6644598731997129
85195973fffffff,2014,1908,245,0.7285162284354784
85194e27fffffff,2014,3622,272,0.7551282611845771
85194a4bfffffff,2014,4137,750,0.7819938133543038
85195dcbfffffff,2014,6881,850,0.7962065569976692
85195c97fffffff,2014,4363,449,0.7507443126811729
851948cffffffff,2014,2489,311,0.7658941342651494
85194643fffffff,2014,1139,177,0.813942385034991
85195d17fffffff,2014,6387,803,0.6714348491311353
85195d0bfffffff,2014,11372,889,0.8498587878385514
85195ba3fffffff,2014,3642,358,0.8166748818350779
85194a03fffffff,2014,2835,466,0.7998342818391337
8519589bfffffff,2014,4010,209,0.6610260455257776
851874b7fffffff,2014,2766,666,0.8263038019478562
85194e4bfffffff,2014,1392,462,0.8590913603415992
85195597fffffff,2014,765,118,0.8665723194051076
85195877fffffff,2014,18646,2164,0.8230244617362619
85195ddbfffffff,2014,4511,151,0.41349068584789195
